,Jugador,POS,Equipo,Cotización,CG,AcG,PrG,CT,AcT,PrT,GT,GJ,GC,TL,GP,GV,GO,GR,GE,VF,VI,TA,TR,PE,PA,Fecha,Puntaje
379,Estadísticas totales de Estudiantes:,,,$ 80.500.000,163,938,"5,75",205,1163,"5,67",14,9,4,0,1,4,0,16,1,7,30,36,5,0,0,1,65
380,"Ingolotti, Luis",ARQ,Gimnasia,$ 1.800.000,,,,,,,,,,,,,,,,,,,,,,1,
381,"Insfrán, Nelson",ARQ,Gimnasia,$ 1.100.000,12,78,"6,50",15,106,"7,07",0,0,0,0,0,0,0,16,0,3,6,1,0,0,2,1,5
382,"Kadijevic, Julián",ARQ,Gimnasia,$ 400.000,,,,,,,,,,,,,,,,,,,,,,1,
383,"Conti, Germán",DEF,Gimnasia,$ 2.000.000,5,27,"5,40",5,27,"5,40",0,0,0,0,0,0,0,,0,0,4,1,0,0,,1,
384,"Corbalán, Fabricio",DEF,Gimnasia,$ 300.000,4,16,"4,00",4,16,"4,00",0,0,0,0,0,0,0,,0,0,2,1,1,0,,1,
385,"Cortazzo, Juan Cruz",DEF,Gimnasia,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
386,"Giampaoli, Renzo",DEF,Gimnasia,$ 1.900.000,9,52,"5,78",12,70,"5,83",0,0,0,0,0,0,0,,0,1,5,4,0,0,,1,5
387,"Martínez, Enzo",DEF,Gimnasia,$ 900.000,5,30,"6,00",5,30,"6,00",0,0,0,0,0,0,0,,0,0,3,1,0,0,,1,
388,"Mastrángelo, Diego",DEF,Gimnasia,$ 500.000,,,,,,,,,,,,,,,,,,,,,,1,
389,"Melluso, Matías",DEF,Gimnasia,$ 1.400.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,0,0,0,0,,1,
390,"Pintado, Juan",DEF,Gimnasia,$ 2.000.000,11,64,"5,82",14,83,"5,93",0,0,0,0,0,0,0,,0,0,6,2,0,0,,1,6
391,"Silva Torrejón, Pedro",DEF,Gimnasia,$ 1.000.000,10,54,"5,40",13,73,"5,62",0,0,0,0,0,0,0,,0,0,7,3,0,0,,1,4
392,"Suso, Gastón",DEF,Gimnasia,$ 3.000.000,9,40,"4,44",12,73,"6,08",1,0,1,0,0,0,0,,0,1,5,5,0,0,,1,5
393,"Villalba, Juan Manuel",DEF,Gimnasia,$ 400.000,2,12,"6,00",2,12,"6,00",0,0,0,0,0,0,0,,0,0,1,0,0,0,,1,
394,"Aguiar, Pablo",VOL,Gimnasia,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
395,"Barros Schelotto, Nicolás",VOL,Gimnasia,$ 300.000,3,15,"5,00",3,15,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,
396,"Castro, Lucas",VOL,Gimnasia,$ 3.500.000,4,18,"4,50",5,23,"4,60",0,0,0,0,0,0,0,,0,0,,2,0,0,,1,5
397,"Di Biasi, Facundo",VOL,Gimnasia,$ 300.000,1,5,"5,00",3,11,"3,67",0,0,0,0,0,0,0,,0,0,,2,0,0,,1,3
398,"Garayalde, Nicolás",VOL,Gimnasia,$ 1.500.000,6,24,"4,00",9,37,"4,11",0,0,0,0,0,0,0,,0,0,,5,0,0,,1,4
399,"Mamut, Leandro",VOL,Gimnasia,$ 400.000,1,5,"5,00",3,16,"5,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,5
400,"Max, Augusto",VOL,Gimnasia,$ 1.000.000,8,41,"5,13",9,46,"5,11",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,
401,"Pérez, Juan José",VOL,Gimnasia,$ 600.000,2,8,"4,00",2,8,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,
402,"Seoane, Mateo",VOL,Gimnasia,$ 800.000,7,35,"5,00",9,42,"4,67",0,0,0,0,0,0,0,,0,0,,2,0,0,,1,
403,"Villarreal, Santiago",VOL,Gimnasia,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
404,"Yangali, Juan",VOL,Gimnasia,$ 600.000,3,13,"4,33",3,13,"4,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
405,"Briasco, Norberto",DEL,Gimnasia,$ 2.500.000,7,29,"4,14",9,39,"4,33",0,0,0,0,0,0,0,,0,0,,4,0,0,,1,
406,"De Asís, Jorge",DEL,Gimnasia,$ 300.000,,,,1,4,"4,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,
407,"Hurtado, Jan Carlos",DEL,Gimnasia,$ 1.500.000,4,19,"4,75",4,19,"4,75",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
408,"Lomónaco, Sebastián",DEL,Gimnasia,$ 1.300.000,3,13,"4,33",3,13,"4,33",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
409,"Mammini, Ivo",DEL,Gimnasia,$ 1.200.000,,,,1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,5
410,"Merlini, Bautista",DEL,Gimnasia,$ 2.500.000,11,61,"5,55",11,61,"5,55",1,1,0,0,0,0,0,,0,0,,2,0,0,,1,
411,"Merlo, Jeremías",DEL,Gimnasia,$ 300.000,7,40,"5,71",10,55,"5,50",1,1,0,0,0,0,0,,0,0,,2,0,0,,1,4
412,"Panaro, Manuel",DEL,Gimnasia,$ 300.000,11,69,"6,27",14,86,"6,14",1,1,0,0,0,1,0,,0,1,,1,0,0,,1,5
413,"Piedrahita, Alejandro",DEL,Gimnasia,$ 1.000.000,6,37,"6,17",6,37,"6,17",0,0,0,0,0,0,0,,0,1,,1,0,0,,1,
414,"Primante, Santino",DEL,Gimnasia,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
415,"Sosa, Alan",DEL,Gimnasia,$ 700.000,2,10,"5,00",5,27,"5,40",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,6
416,"Torres, Franco",DEL,Gimnasia,$ 500.000,1,5,"5,00",1,5,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
417,"Torres, Marcelo",DEL,Gimnasia,$ 1.500.000,12,91,"7,58",13,96,"7,38",6,3,1,0,2,3,0,,0,0,,2,0,0,,1,
418,"Zalazar, Maximiliano",DEL,Gimnasia,$ 1.000.000,,,,2,10,"5,00",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,4
419,Estadísticas totales de Gimnasia:,,,$ 41.500.000,167,915,"5,48",209,1162,"5,56",10,6,2,0,2,4,0,16,0,7,39,46,1,0,2,1,66
420,"Cláa, Nicolás",ARQ,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
421,"Petroli, Franco",ARQ,Godoy Cruz,$ 2.900.000,12,58,"4,83",15,81,"5,40",0,0,0,0,0,0,0,18,0,1,5,2,0,0,0,1,5
422,"Salinas, Edilson",ARQ,Godoy Cruz,$ 400.000,,,,,,,,,,,,,,,,,,,,,,1,
423,"Sosa, Valentín",ARQ,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
424,"Arce, Lucas",DEF,Godoy Cruz,$ 2.400.000,9,44,"4,89",10,51,"5,10",0,0,0,0,0,0,0,,0,0,5,3,0,0,,1,
425,"Escobar, Juan",DEF,Godoy Cruz,$ 1.700.000,9,47,"5,22",9,47,"5,22",0,0,0,0,0,0,0,,0,0,2,2,0,0,,1,
426,"Funes, Matías",DEF,Godoy Cruz,$ 400.000,,,,,,,,,,,,,,,,,,,,,,1,
427,"Jara, Leonardo",DEF,Godoy Cruz,$ 2.200.000,2,9,"4,50",4,23,"5,75",0,0,0,0,0,0,0,,0,0,2,0,0,0,,1,7
428,"Meli, Juan Andrés",DEF,Godoy Cruz,$ 900.000,2,12,"6,00",3,20,"6,67",0,0,0,0,0,0,0,,0,0,4,0,0,0,,1,
429,"Mendoza, Mateo",DEF,Godoy Cruz,$ 800.000,10,44,"4,40",13,63,"4,85",0,0,0,0,0,0,0,,1,0,5,6,0,0,,1,6
430,"Morán, Juan Segundo",DEF,Godoy Cruz,$ 300.000,10,48,"4,80",12,59,"4,92",0,0,0,0,0,0,0,,1,0,3,4,0,0,,1,6
431,"Paillalef, Pedro",DEF,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
432,"Quiroz, Leandro",DEF,Godoy Cruz,$ 600.000,1,4,"4,00",3,16,"5,33",0,0,0,0,0,0,0,,0,0,2,1,0,0,,1,
433,"Rasmussen, Federico",DEF,Godoy Cruz,$ 3.000.000,5,26,"5,20",7,39,"5,57",0,0,0,0,0,0,0,,0,0,3,0,0,0,,1,6
434,"Rossi, Tomás",DEF,Godoy Cruz,$ 600.000,,,,,,,0,0,0,0,0,0,0,,0,0,3,1,0,0,,1,
435,"Valverde, Agustín",DEF,Godoy Cruz,$ 300.000,3,20,"6,67",3,20,"6,67",0,0,0,0,0,0,0,,0,0,2,0,0,0,,1,
436,"Abrego, Gonzalo",VOL,Godoy Cruz,$ 2.900.000,2,10,"5,00",4,21,"5,25",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,6
437,"Fernández, Guillermo",VOL,Godoy Cruz,$ 5.000.000,10,44,"4,40",13,58,"4,46",0,0,0,0,0,0,0,,0,0,,6,0,0,,1,3
438,"Fernández, Roberto Nicolás",VOL,Godoy Cruz,$ 2.300.000,11,74,"6,73",14,89,"6,36",2,1,1,0,0,1,0,,0,2,,5,0,0,,1,5
439,"González, Maximiliano",VOL,Godoy Cruz,$ 600.000,7,30,"4,29",7,30,"4,29",0,0,0,0,0,0,0,,0,0,,2,0,0,,1,
440,"Martínez, Santiago",VOL,Godoy Cruz,$ 400.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
441,"Menegón, Tomás",VOL,Godoy Cruz,$ 300.000,,,,,,,,,,,,,,,,,,,,,,1,
442,"Montoya, Walter",VOL,Godoy Cruz,$ 1.800.000,6,27,"4,50",6,27,"4,50",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,
443,"Poggi, Vicente",VOL,Godoy Cruz,$ 2.000.000,11,50,"4,55",14,77,"5,50",1,1,0,0,0,1,0,,0,1,,4,0,0,,1,12
444,"Porcel, Maximiliano",VOL,Godoy Cruz,$ 300.000,3,15,"5,00",3,15,"5,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
445,"Pozzo, Tomás",VOL,Godoy Cruz,$ 2.000.000,,,,,,,0,0,0,0,0,0,0,,0,0,,1,0,0,,1,
446,"Altamira, Facundo",DEL,Godoy Cruz,$ 300.000,10,54,"5,40",13,67,"5,15",1,1,0,0,0,1,0,,0,0,,2,0,0,,1,3
447,"Andino, Santino",DEL,Godoy Cruz,$ 1.200.000,6,31,"5,17",9,47,"5,22",1,1,0,0,0,1,0,,0,0,,0,1,0,,1,5
448,"Auzmendi, Agustín",DEL,Godoy Cruz,$ 900.000,12,75,"6,25",15,91,"6,07",4,1,2,0,1,2,0,,0,0,,2,0,0,,1,6
449,"Barrea, Daniel",DEL,Godoy Cruz,$ 1.000.000,8,43,"5,38",9,44,"4,89",1,1,0,0,0,1,0,,0,0,,1,1,0,,1,1
450,"Barrionuevo, Bruno",DEL,Godoy Cruz,$ 300.000,1,4,"4,00",1,4,"4,00",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
451,"Martínez Dupuy, Luca",DEL,Godoy Cruz,$ 1.700.000,8,38,"4,75",10,48,"4,80",0,0,0,0,0,0,0,,0,0,,1,0,0,,1,5
452,"Pascual, Luciano",DEL,Godoy Cruz,$ 500.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
453,"Sosa, Misael",DEL,Godoy Cruz,$ 900.000,5,20,"4,00",6,24,"4,00",0,0,0,0,0,0,0,,0,0,,2,0,0,,1,
454,"Ulariaga, Nahuel",DEL,Godoy Cruz,$ 300.000,,,,,,,0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
455,"Yáñez, Bastián",DEL,Godoy Cruz,$ 900.000,4,19,"4,75",4,19,"4,75",0,0,0,0,0,0,0,,0,0,,0,0,0,,1,
